CodProj;IdcSituacaoProjeto;;NomAgente;SigAgente;NumCPFCNPJ;DscChamPEDEstrategico;DscTituloProjeto;QtdMesesDuracaoPrevista;SigSegmentoSetorEletrico;SigTemaProjeto;SigFasInovacaoProjeto;SigTipoProdutoProjeto;VlrCustoTotalPrevisto;AnoCadastroPropostaProjeto;DatConclusaoProjeto;VlrCustoTotalAuditado
PD-00404-1512;CONCLUÍDO;;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;EMS;1,54E+13;;Sistema Inteligente e Integrado de Operação para Maximização da Continuidade de Fornecimento de Energia Elétrica;38;D;OP;DE;SM;4241173;2015;19/08/2019;13403,16
PD-00404-1702;EM ATRASO;;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;EMS;1,54E+13;;Pesquisa e desenvolvimento de Sistema de Gestão e Otimização do Algoritmo Roteamento e Gerência de Rede Mesh para utilização em Áreas Rurais;33;D;MF;DE;CD;3630000;2017;;5690841,93
PD-00404-0009;CONCLUÍDO;;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;EMS;1,54E+13;;SISTEMA INTELIGENTE DE DESPACHO MÓVEL DE ORDENS DE SERVIÇO TÉCNICAS E COMERCIAIS.;60;D;OU;PA;SM;2791544;2011;20/08/2018;1041148,34
PD-00404-1908;EM EXECUÇÃO;;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;EMS;1,54E+13;;Metodologia de análise do comportamento da curva de carga BT;33;D;MF;PA;CM;4861150,14;2019;;
PD-00404-1803;EM ATRASO;;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;EMS;1,54E+13;;Desenvolvimento de uma nova metodologia para quantificação das perdas técnicas da distribuição em condições distorcidas e desequilibradas;25;D;QC;PA;CM;802459,84;2018;;
PD-00404-1604;CONCLUÍDO;;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;EMS;1,54E+13;;Construindo uma metodologia para transformação de inovação em projetos de larga escala;25;D;OU;DE;CM;2397187,34;2016;11/09/2019;3182182
PD-00404-0001;CONCLUÍDO;;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;EMS;1,54E+13;;Desenvolvimento de um  Produto Cabeça de Série com base no Protótipo do Sensor para Detecção on-line de Gases Dissolvidos em Óleo Isolante de Transformadores;52;D;SC;CS;ME;1736414;2009;22/09/2014;908678,78
PD-00404-0010;EM ATRASO;;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;EMS;1,54E+13;;Pesquisa e desenvolvimento de sistema de Redes Inteligentes em área rural (Smart Grid Rural).;24;D;OU;PA;SM;3122544,1;2014;;
PD-00405-0007;EM ATRASO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;Modelagem, simulação computacional e construção de um regulador automático de tensão à núcleo saturado em escala real.;24;D;OP;PA;ME;1734800;2011;;
PD-00405-0008;CANCELADO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;Avaliação Técnica e Econômica de Transformadores de Distribuição Eficientes.;24;D;SC;CS;ME;1098629,41;2011;;
PD-00405-0010;CONCLUÍDO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;UTILIZAÇÃO DA TECNOLOGIA ASSINCRONA NA GERAÇÃO DISTRIBUIDA UTILIZANDO GAS METANO DA SUINOCULTURA COMO COMBUSTÍVEL;36;G;FA;DE;ME;1020864,8;2013;21/08/2018;899236
PD-00405-0002;CANCELADO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;Metodologia de avaliação do comportamento do consumidor do grupo tarifário A.;18;D;OU;PA;CM;491880;2010;;
PD-00405-0006;CANCELADO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;Sistema Integrado de Monitoração On-Line de Transformadores de Distribuição Aérea - TDA.;24;D;SC;PA;SM;970200;2011;;
PD-00405-0001;CONCLUÍDO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;Previsão de Mercados de Energia sob o enfoque da Gestão de Riscos;18;D;PL;DE;SW;903336;2009;15/08/2015;1018839,42
PD-00405-0003;CANCELADO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;Metodologia de Cálculo de Estatísticas para projeções de Variáveis Econômicas Regionalizadas e Correlações com o Mercado de Energia Elétrica;24;D;PL;PB;CM;1191528;2010;;
PD-00405-1701;CONCLUÍDO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;Incorporando a incerteza de contingências e de variações climáticas na contratação ótima dos montantes de uso (MUST/D) em redes com forte inserção de geração distribuída renovável;39;D;PL;PA;SM;3510344,01;2017;22/12/2020;4194324,09
PD-00405-1805;EM ATRASO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;Desenvolvimento de uma Plataforma de Observabilidade Avançada da Rede de Distribuição de Energia Elétrica ..;35;D;SC;DE;SW;2263504,72;2018;;
PD-00405-0009;CONCLUÍDO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;Desenvolvimento de uma S/E móvel capaz de atender requisitos de fragmentação e acoplamento de módulos e de trafegabilidade convencional, para atender localidades de forma programável e emergencial.;52;D;OP;PA;CM;9163408;2012;20/08/2018;8365023,34
PD-00405-0304;CONCLUÍDO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;Concepção, Desenvolvimento, Testes e Fabricação de Interruptor Monopolar de Média Tensão (Classe 15 kV) de Baixo Custo com Função de Religador e Integrado a um Atuador Eletromagnético Biestável;50;D;SC;DE;CD;2180400;2012;20/08/2018;2165604,18
PD-00405-1804;EM ATRASO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;Desenvolvimento de equipamento de localização de faltas transitórias ou permamente, de fácil instalação, sem interrupção da rede elétrica, para redes de 15kv e 34 kv, de baixo custo e integrado a IoT;20;D;SC;DE;ME;2542958;2018;;2594507,42
PD-00405-1603;CONCLUÍDO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;Impacto dos Recursos Energéticos Distribuídos sobre o Setor de Distribuição;35;D;OU;PA;CM;2162558,4;2016;19/09/2019;2279628,41
PD-00405-0012;CONCLUÍDO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;Desenvolvimento de sistema computacional de despacho otimizado e automático de serviços utilizando monitoramento on-line baseado em rede inovadora de comunicação híbrida com meios alternativos;42;D;SC;DE;SM;7532815;2015;26/12/2019;15151541,06
PD-00405-1507;CONCLUÍDO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;Automação e Reformulação Inteligente da rede de distribuição para enfrentar o desafio da melhoria contínua dos Indicadores de Continuidade;47;D;QC;DE;SM;1834000;2015;09/03/2020;1800986,96
PD-00405-2103;EM EXECUÇÃO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;P&D Religador Monofásico de 38KV;14;D;SC;CS;ME;;2021;;
PD-00405-2002;EM EXECUÇÃO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;Ferramenta automatizada multi-método para previsão probabilística do consumo de energia elétrica;24;D;PL;PA;SW;1922532,17;2021;;
PD-00405-0011;EM ATRASO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;Desenvolvimento de um Sistema de Comunicação Mesh multi-aplicações com a tecnologia de Fibras Ópticas;36;D;SC;DE;SM;4044024,5;2014;;
PD-00405-1703;EM ATRASO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;Projeto Cabeça de Série do Interruptor Monopolar de Média Tensão (Classe 15 kV) de Baixo Custo com Função de Religador e Integrado a um Atuador Eletromagnético Biestável;48;D;SC;CS;ME;5221226;2017;;
PD-00405-2004;EM ATRASO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;Desenvolvimento de equipamento de localizaï¿½ï¿½o de faltas transitï¿½rias ou permamente sem interrupï¿½ï¿½o da rede elï¿½trica, para redes de 15kv e 34 kv, de baixo custo e integrado a IoT;21;D;SC;CS;ME;1806040,01;2020;;
PD-00405-2003;EM EXECUÇÃO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;REDES NEURAIS APLICADAS À PREVISÃO DE AFLUÊNCIA E DEMANDA PARA SUPORTE A FORMAÇÃO DE PREÇOS DE ENERGIA ELÉTRICA NO CURTO PRAZO;48;D;OP;PA;SW;2928682;2020;;
PD-00405-1910;EM EXECUÇÃO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;Estimação robusta de parâmetros de rede e automatização do ajuste de dados de carga e geração para impulsionar o uso de ferramentas analíticas na distribuição;41;D;PL;CS;SW;2344599,47;2020;;
PD-00405-2005;EM ATRASO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;Cabeï¿½a de Sï¿½rie Smart Fault Sensor (SFS - IoT), aperfeiï¿½oamento do P&D 0084 1516 com funcionalidades de comunicaï¿½ï¿½o local e remota na identificaï¿½ï¿½o de faltas.;18;D;SC;DE;ME;2427786,92;2020;;
PD-00405-2101;EM EXECUÇÃO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;Plataforma de Prospecção de Perdas e Proteção de Receita por Imagens de Satélites - 4PRIS;20;D;MF;DE;SW;1780337,78;2021;;
PD-00405-1508;EM ATRASO;;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;EMT;3,47E+12;;Metodologia p/ desenvolver e implantar modelos de mecanização com foco na construção e na manutenção de redes de distribuição, considerando Redes Elétricas Inteligentes e abordagem de Design Thinking;34;D;OP;DE;CM;5935150;2015;;
PD-00414-0001;CONCLUÍDO;;Empresa de Transmissão de Energia do Oeste Ltda.;ETEO;3,72E+12;;Desenvolvimento de Metodologia para Inspeção e Substituição de Isoladores Poliméricos com as Instalações Energizadas.;45;T;QC;PA;CM;963750;2012;19/07/2016;920950,01
PD-00414-0049;EM ATRASO;;Empresa de Transmissão de Energia do Oeste Ltda.;ETEO;3,72E+12;;Ferramenta para previsão de risco da ocorrência de fenômenos climatológicos e alocação otimizada de recursos para manutenção emergencial de redes;26;T;OP;DE;SM;3082976,32;2017;;
PD-00452-0001;CONCLUÍDO;;ITÁ ENERGÉTICA S/A;ITASA;1,36E+12;;Desenvolvimento de sistemas para aumento do rendimento energético de painéis fotovoltaicos em Usina Solar Fotovoltaica Piloto;24;G;FA;PA;ME;4804015,2;2016;28/01/2020;4190673,98
PD-00453-0018;EM EXECUÇÃO;;ITAPEBI GERAÇÃO DE ENERGIA SA;;2,40E+12;;Ferramenta Multicritério para Análise de Informação e Ações para Planos de Segurança de Barragens;48;G;GB;PA;SM;6964881,98;2018;;
PD-00453-0019;CARREGADO;;ITAPEBI GERAÇÃO DE ENERGIA SA;;2,40E+12;;Sistema Integrado para Monitoramento de Detritos e Dispositivo para Limpeza da Região de Tomada D'Água de Usinas Hidrelétricas;36;G;EE;DE;SM;8122529,6;2020;;
PD-00453-0007;CONCLUÍDO;;ITAPEBI GERAÇÃO DE ENERGIA SA;;2,40E+12;;Desenvolvimento de um Veículo Aéreo Autônomo Não Tripulado para Multi-Inspeção;28;T;SC;PA;ME;1557008;2011;25/11/2014;1363959,84
PD-00453-0017;EM ATRASO;;ITAPEBI GERAÇÃO DE ENERGIA SA;;2,40E+12;;Levantamento Automatizado e Análise Inteligente de Dados para Medição de Descargas Sólidas e Líquidas;50;G;GB;DE;ME;4178084;2017;;
PD-00453-0015;CONCLUÍDO;;ITAPEBI GERAÇÃO DE ENERGIA SA;;2,40E+12;;Lote Pioneiro do Sistema para Manutenção Preditiva de Hidrogeradores;24;G;SC;LP;ME;1811940;2013;30/11/2015;162327,18
PD-00453-0006;CONCLUÍDO;;ITAPEBI GERAÇÃO DE ENERGIA SA;;2,40E+12;;Desenvolvimento de um Protótipo Experimental de Transformador de Potência utilizando o Fluxo Magnético das Linhas de Transmissão para a Transformação de Potência Elétrica;33;T;OP;PA;CD;880000;2011;18/09/2014;832856,45
PD-00453-0008;CONCLUÍDO;;ITAPEBI GERAÇÃO DE ENERGIA SA;;2,40E+12;;Desenvolvimento de módulo de secagem de transformadores energizados através de atmosfera de nitrogênio desidratado;34;T;QC;DE;CD;1500000;2011;13/03/2015;1248718,81
PD-00453-0009;CONCLUÍDO;;ITAPEBI GERAÇÃO DE ENERGIA SA;;2,40E+12;;DESENVOLVIMENTO DE PROJETO PARA APLICAÇÃO DE TINTA NANOTECNOLÓGICA EM ISOLADORES ELÉTRICOS VISANDO MITIGAÇÃO DE FALHAS;25;T;OP;PA;CM;767100;2011;18/09/2014;712395,76
PD-00453-0014;CANCELADO;;ITAPEBI GERAÇÃO DE ENERGIA SA;;2,40E+12;;Elaboração de metodologia para avaliar processo de transporte de sedimento em bacia hidrográfica e seu efeito a montante e jusante de reservatório e impacto na geração de energia e segurança hídrica;24;G;GB;PA;CM;2331500;2012;;
PD-00453-0011;CONCLUÍDO;;ITAPEBI GERAÇÃO DE ENERGIA SA;;2,40E+12;;Cabeça de Série solução ambiental para derramamentos de óleo lubrificante de sistemas hidráulicos de usinas geradoras de energia.;29;G;MA;CS;MS;3300000;2012;25/11/2014;1966402,75
PD-00453-0012;CONCLUÍDO;;ITAPEBI GERAÇÃO DE ENERGIA SA;;2,40E+12;;Cabeça de Série do Sistema para Manutenção Preditiva de Hidrogeradores;29;G;SC;CS;SM;1290000;2012;28/08/2014;1267528,93
PD-00453-0013;CONCLUÍDO;;ITAPEBI GERAÇÃO DE ENERGIA SA;;2,40E+12;;Lote Pioneiro do Equipamento para Detecção de Defeitos em Transformadores de Potência;29;G;SC;LP;ME;1290000,01;2011;29/09/2014;1290569,15
PD-00453-0010;CONCLUÍDO;;ITAPEBI GERAÇÃO DE ENERGIA SA;;2,40E+12;;Desenvolvimento de Óleo Nanoaditivado para Melhoria da Eficiência Térmica de Transformadores a Óleo Vegetal;42;G;OP;DE;MS;2820000;2011;15/09/2015;2633082,23
PD-00498-0000;CONCLUÍDO;;GUASCOR DO BRASIL LTDA;;1,68E+12;;Desenvolvimento de algoritmo para estimativa do final da vida útil de baterias chumbo-ácidas utilizadas em sistemas fotovoltaicos isolados.;38;G;FA;PA;SM;1762050;2014;26/03/2021;1918181,37
PD-00498-0003;EM ATRASO;;GUASCOR DO BRASIL LTDA;;1,68E+12;;Avaliação de tecnologias e desenvolvimento de capacitação científica e técnica em energia solar fotovoltaica no Estado de Rondônia;36;G;FA;PA;CM;433600;2017;;
PD-00498-1803;EM ATRASO;;GUASCOR DO BRASIL LTDA;;1,68E+12;;Cabeça de Série do Sistema de Monitoração de Baterias Chumbo-ácidas para Sistemas Fotovoltaicos Isolados com Algoritmo para Estimativa do Final da Vida Útil;24;G;FA;CS;SM;707150;2020;;
PD-00498-1801;EM EXECUÇÃO;;GUASCOR DO BRASIL LTDA;;1,68E+12;;Geração Distribuída de Energia Elétrica com Célula a Combustível (CaC) por Reforma de Gás Natural (GN): Otimização Técnico-Econômica e Adequação às Cargas (Projeto GN-CaC);48;G;FA;DE;SM;2561221;2018;;
PD-00498-1802;EM ATRASO;;GUASCOR DO BRASIL LTDA;;1,68E+12;;Aperfeiçoamento Energético e Operacional de Sistema Autônomo de Fornecimento de Energia Elétrica a Sistemas Isolados da Rede com Uso de Células a Combustível e Combustível Renovável - CaCRefEtOH-Fase2;36;G;FA;DE;SM;727770;2018;;
PD-00498-0001;EM ATRASO;;GUASCOR DO BRASIL LTDA;;1,68E+12;;Avaliação tecnológica da geração híbrida solar fotovoltaico-diesel e acumuladores avançados em mini-redes do sistema isolado da região norte do Brasil;60;G;FA;PB;SM;1636155,56;2009;;
PD-00498-2001;CARREGADO;;GUASCOR DO BRASIL LTDA;;1,68E+12;;Desenvolvimento de plataforma de análise técnica, econômica e ambiental da viabilidade da produção, armazenamento, transporte e uso final de Hidrogênio - H2;24;G;OU;PA;CM;2148228,3;2020;;
PD-00498-0002;CONCLUÍDO;;GUASCOR DO BRASIL LTDA;;1,68E+12;;Sistema Integrado de Fornecimento de Energia Elétrica a Sistemas Isolados da Rede, através do Uso de Células a Combustível e Combustível Renovável (Projeto CacRefEtOH);33;G;FA;PA;SM;1874075,91;2014;29/03/2021;2013299,49
PD-00539-0004;CONCLUÍDO;;UEG ARAUCÁRIA S.A.;;2,74E+12;;GESTÃO DE ÁGUA EM COMPLEXO DE GERAÇÃO TERMELÉTRICA;60;G;GT;PA;CM;8610494,4;2015;24/12/2020;7181465,12
PD-00539-0005;EM ATRASO;;UEG ARAUCÁRIA S.A.;;2,74E+12;;TRATAMENTO DE EMISSÕES POLUENTES (CO2 e NOx) POR BIOFIXAÇÃO UTILIZANDO MICROALGAS EM FOTOBIORREATORES;60;G;GT;PA;ME;6746900,76;2015;;
PD-00539-0002;CONCLUÍDO;;UEG ARAUCÁRIA S.A.;;2,74E+12;;NOVAS TÉCNICAS PARA EFICIENTIZAÇÃO E DIMINUIÇÃO DA EMISSÃO DE POLUENTES PARA USINASTERMELÉTRICAS A GÁS EM CICLO-COMBINADO: LINHA DINÂMICA DA COMBUSTÃO;60;G;GT;PA;CM;5458819,64;2014;18/02/2020;
PD-00539-0003;CONCLUÍDO;;UEG ARAUCÁRIA S.A.;;2,74E+12;;NOVAS TÉCNICAS PARA EFICIENTIZAÇÃO E DIMINUIÇÃO DA EMISSÃO DE POLUENTES PARA USINAS TERMELÉTRICAS A GÁS EM CICLO-COMBINADO: ANÁLISE ESTRUTURAL UTILIZANDO A TÉCNICA DE EMISSÃO ACÚSTICA;60;G;GT;PA;CM;6013978,78;2014;18/02/2020;
PD-00539-0001;CONCLUÍDO;;UEG ARAUCÁRIA S.A.;;2,74E+12;;Implantação de um Sistema de Controle Distribuído - DCS em Arquitetura Cliente/Servidor, com Tecnologia Web de Usina Termelétrica a Gás Ciclo-combinado.;24;G;SC;PA;SM;1114402,17;2009;27/11/2020;
PD-00553-0003;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Desenvolvimento de Ferramenta para Análise e Tomada de Decisão em Tecnologias para Geração de Energia Elétrica Limpa a Partir de Combustíveis Fósseis Não-Gasosos;12;G;GT;PB;CM;407456;2009;05/10/2011;201603,65
PD-00553-0007;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Compensador Dinâmico de Reativos Aplicado à Geração Eólica (STATCOM-BR);30;G;FA;DE;ME;281400;2010;26/02/2014;1051988,63
PD-00553-0005;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Desenvolvimento de sistema computacional baseado em inteligência artificial para o diagnóstico de falhas incipientes em transformadores de potência;48;G;QC;PA;SW;462140;2009;02/02/2015;470392,08
PD-00553-0004;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;AVALIAÇÃO DO DESEMPENHO, EMISSÕES E DESGATE DE UMA TURBINA A GÁS OPERANDO COM ETANOL;9;G;FA;DE;CM;20560960;2009;10/05/2018;26925856,12
PD-00553-0013;EM ATRASO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Desenvolvimento de um modelo numérico nacional para previsão da radiação solar;60;G;FA;PA;CM;4639098,55;2010;;5288363,38
PD-00553-0001;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;SISTEMAS DE COGERAÇÃO E GERAÇÃO DISTRIBUIDA;60;G;GT;PA;SM;2130230,52;2009;29/01/2015;1474789,03
PD-00553-0033;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Levantamento dos gargalos para operação remota de UTEs;9;G;GT;PA;CM;400000;2014;01/03/2016;92377,42
PD-00553-0032;EM ATRASO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Desenvolvimento de metodologia para seleção de filtros de ar de usinas termelétricas de acordo com as condições climáticas e o regime operacional da unidade.;60;G;GT;PA;CM;1820000;2014;;1559999,25
PD-00553-0016;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Aperfeiçoamento de Modelo para Avaliação de Potencial Eólico Offshore;60;G;FA;PA;CM;3998382,02;2011;04/04/2019;3051323,53
PD-00553-0018;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Desenvolvimento de software para diagnóstico termomecânico de turbinas a gás;24;G;GT;PA;SW;1064746,24;2011;27/03/2014;1069180,69
PD-00553-0030;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Testar protótipo de turbina de S-CO2 (CO2 supercrítico) para fechamento de ciclo de turbina a gás, para geração elétrica;60;G;GT;CS;ME;22409176;2014;26/06/2020;2858806,56
PD-00553-0029;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Tecnologias de Abatimento de NOx;36;G;GT;PA;CM;161872,9;2014;08/09/2016;326087,61
PD-00553-0014;CANCELADO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Desenvolvimento de Soluções Otimizadas para Aproveitamentos Hidro-energéticos de Reservatórios Existentes;36;G;FA;PA;CM;2527145,58;2011;;
PD-00553-0011;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Desenvolvimento de reator a plasma e concepção de sistema de geração elétrica com captura de carbono sólido;42;G;GT;DE;ME;1405000;2010;28/08/2014;1379516,86
PD-00553-0017;EM ATRASO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;013/2011;Estudo da Geração Fotovoltaica Centralizada e seu Impacto no Sistema Elétrico;60;G;FA;PA;CM;22680000;2012;;21454253,76
PD-00553-0009;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Sistema de abastecimento de veículos com hidrogênio gerado a partir de eletricidade;42;D;OU;DE;ME;6010000;2010;26/12/2013;82174,82
PD-00553-0010;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Energia fotovoltaica concentrada;88;G;FA;DE;ME;3120000;2010;13/04/2016;4630704,62
PD-00553-0021;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Manutenção de turbomáquinas;54;G;GT;PA;CM;6594160,36;2012;30/09/2020;2809778,87
PD-00553-0050;EM ATRASO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Modelo de Turbina Aeroderivada para UTEs;24;G;GT;PA;CM;3065280;2017;;
PD-00553-0023;EM ATRASO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Laboratório de Tecnologia de Processos e Ciclos Termodinâmicos Avançados de Conversão de Energia;60;G;EE;DE;SM;8257806,8;2012;;7592694,73
PD-00553-0028;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Desenvolvimento de simulações dinâmicas de unidades termelétricas;60;G;GT;PA;CM;12843820;2014;22/12/2020;6158207,31
PD-00553-0025;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Projeção de vazão natural afluente com base em previsão climática;60;G;OP;PB;SM;400725;2014;27/08/2020;2256972,69
PD-00553-0026;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Sistema Inteligente para Previsões Dinâmica e Adaptativa de Carga considerando Variáveis Meteorológicas em Tempo Real;60;G;GT;PB;SM;288576;2014;26/06/2020;246484,45
PD-00553-0027;EM ATRASO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Evolução do Compensador dinâmico de reativos STATCOM-BR;32;D;QC;CS;ME;2206478,82;2014;;2296269,78
PD-00553-0024;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Desenvolvimento de Modelo para Simulação de Transitórios Eletromecânicos e Termodinâmicos para Avaliação Integrada em Plantas de Co-Geração;42;G;OP;PA;SW;1180673,3;2013;28/01/2020;1171596
PD-00553-0012;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Desenvolvimento de metodologia e software de otimização energética de projetos de usinas termelétricas com definição de indicadores de desempenho energético;41;G;EE;PA;SW;1016400;2010;06/09/2013;1395106,08
PD-00553-0022;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;014/2012;Estudo da geração em ciclo combinado a partir de biogás e resíduos sólidos;60;G;FA;PA;CM;31892217,46;2013;29/01/2021;13144102,06
PD-00553-0006;CANCELADO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Metodologia da Área de Influência para Cálculo da Tarifa de Uso do Sistema de Transmissão;12;T;PL;PA;CM;387608;2010;;
PD-00553-0008;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Metodologia da Área de Influência para Cálculo da Tarifa de Uso do Sistema de Transmissão;20;T;PL;PA;CM;387608;2010;08/11/2012;366738,87
PD-00553-0045;EM ATRASO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Planta Piloto de Geração Eólica Offshore;60;G;FA;DE;SM;63724521,74;2016;;
PD-00553-0020;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Aprimoramento de Aerogerador de 2MW para Adequação às Condições Eólicas Brasileiras;60;G;FA;PA;ME;14876320,85;2012;13/09/2019;9772063,12
PD-00553-0035;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Otimização da lavagem de compressores de turbinas a gás empregadas na geração de energia elétrica.;22;G;GT;PA;CM;293000;2015;03/04/2019;139581,07
PD-00553-0044;CONCLUÍDO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;;Energia elétrica de biomassa lignocelulósica;60;G;FA;DE;CM;5250000;2016;11/11/2021;5980770,34
PD-00553-0042;EM ATRASO;;PETRÓLEO BRASILEIRO S A PETROBRAS;PETROBRAS;3,30E+13;019/2015;Estudo da Geração Heliotérmica Aplicada às Condições do Recurso Solar Brasileiro.;60;G;FA;PA;CM;56600000;2016;;
